,0,1,2,3,4,5,6,7,8
ground_truth,3.825256619736744,3.7252566197367445,3.6252566197367444,3.5252566197367443,3.425256619736745,3.325256619736744,3.225256619736745,3.125256619736745,3.0252566197367443
quant_tracking_multi_alpha,4.631430364051789,4.524528894705266,4.422630525369095,4.322429286037017,4.222855886693773,4.122373427350703,4.0176977380184775,3.910200038680869,3.776589209337747
quant_tracking_simple_proj,4.631452423830478,4.524550028041365,4.422654771660415,4.322428043934212,4.222842498140801,4.122377527089094,4.017647064696068,3.9100876996454557,3.776700763206842
quant_tracking_monotonic,4.630307338379171,4.525361249328831,4.424665489036629,4.322414227899275,4.220545170776376,4.118928606472723,4.011782600739264,3.900606677381621,3.782081157582285
quant_tracking_monotonic_fixed,4.666303636327487,4.5266270404657805,4.424594311010624,4.321458612113368,4.221347242535108,4.117775178773664,4.00883634734654,3.8843205818552473,3.660736684132582
quant_tracking_proj,4.632123987220721,4.5249079543366975,4.4233138491533,4.321756741010466,4.222069990376549,4.122303764232728,4.018118626597401,3.9094282483480485,3.7765543693842605
ground_truth,4.621439724324465,4.521439724324465,4.421439724324465,4.321439724324464,4.221439724324465,4.121439724324465,4.021439724324465,3.9214397243244643,3.821439724324464
quant_tracking_multi_alpha,8.267058394891706,8.154706857675658,8.054439060471259,7.955104303256724,7.854857216047791,7.752360368838181,7.648955551626205,7.54150138442293,7.40802019720366
quant_tracking_simple_proj,8.267050350598558,8.154864808256484,8.054396415170075,7.955133260784495,7.854869125211938,7.752351354966346,7.648884412614256,7.541548684081981,7.4079953927499425
quant_tracking_monotonic,8.265105614820744,8.155410519372433,8.055094933327933,7.9549862133855465,7.8533076041180045,7.749804251851042,7.643577116069984,7.534195750349458,7.411513135267979
quant_tracking_monotonic_fixed,8.288335125179788,8.159052562423131,8.056594784620327,7.956891182988823,7.854142381375353,7.751275319864381,7.641588097951721,7.515901232340913,7.265358467435784
quant_tracking_proj,8.267159638118569,8.155116369232129,8.053927823821144,7.9538421780312945,7.854861451049155,7.752877230129652,7.649022544360452,7.541142917922611,7.407491771399073
ground_truth,8.258120535233571,8.15812053523357,8.058120535233572,7.95812053523357,7.85812053523357,7.758120535233571,7.6581205352335715,7.558120535233572,7.45812053523357
quant_tracking_multi_alpha,6.7975358144076115,6.6902074639077345,6.589203293423751,6.487697722937657,6.384561512445729,6.284480571953487,6.1820931914680255,6.076931760983371,5.953558610485183
quant_tracking_simple_proj,6.797597557117268,6.690100994153612,6.589211020972143,6.487697783981383,6.38446398740658,6.284522645610946,6.182178579366611,6.076998983765525,5.953534359638485
quant_tracking_monotonic,6.797350440308519,6.68812984419455,6.588575128004446,6.487531218643975,6.386188725110892,6.284669812325681,6.179556633754624,6.071131087067632,5.954208847134454
quant_tracking_monotonic_fixed,6.83667671415673,6.6936055292693455,6.5913158632695605,6.487971544176089,6.384846619483326,6.284383396489382,6.176324347234139,6.053648844554927,5.818757906366629
quant_tracking_proj,6.797562488849123,6.689394412203964,6.5892636184559805,6.489165222524514,6.385849603103933,6.284714178133324,6.182436095153116,6.07814652479423,5.95312101897427
ground_truth,6.787659794024421,6.687659794024421,6.587659794024421,6.487659794024421,6.3876597940244215,6.287659794024421,6.187659794024421,6.087659794024421,5.987659794024421
quant_tracking_multi_alpha,7.264096252842085,7.154839680297117,7.052537307765067,6.952958845224464,6.850805802687096,6.7493285601489665,6.648330917610431,6.542167765079002,6.406965922531976
quant_tracking_simple_proj,7.264090653243718,7.154822641972786,7.052482688652511,6.95292692386301,6.850826086459619,6.7493037017143,6.648289264880555,6.5421109516568166,6.406971041742875
quant_tracking_monotonic,7.262907435192595,7.154390758277055,7.051544092418657,6.952144255817957,6.848696122685923,6.745128047275608,6.643169740196466,6.535685284765612,6.409429344406612
quant_tracking_monotonic_fixed,7.303858256944354,7.157920868595636,7.051681480992825,6.951568557579527,6.84925788868202,6.745994389620434,6.641021401959798,6.518457309115556,6.285091558274197
quant_tracking_proj,7.2645036060739026,7.155186207746077,7.05357110883364,6.953232898395441,6.849717457265323,6.749592171834311,6.648044519861234,6.541287199516484,6.406876456356318
ground_truth,7.254120653342637,7.154120653342636,7.054120653342639,6.954120653342637,6.854120653342637,6.754120653342637,6.654120653342638,6.554120653342639,6.454120653342637
quant_tracking_multi_alpha,7.318711253910576,7.208602482357112,7.106479050817754,7.00480796926995,6.903263327724809,6.80392593617941,6.700482514632817,6.5956220930934,6.469146971540166
quant_tracking_simple_proj,7.318733378931632,7.208672291456067,7.1065465165428074,7.004758110313184,6.903317583042581,6.804041273905646,6.700620231685819,6.595636087178601,6.469160846469662
quant_tracking_monotonic,7.319750533201464,7.20867563971659,7.106272428328006,7.002361689752296,6.901182194283796,6.800790664533539,6.695543311808201,6.587575121606098,6.467087280836403
quant_tracking_monotonic_fixed,7.358640319563551,7.214219315291853,7.104945366976791,7.003186444833977,6.901724209602794,6.800350950820343,6.694033117894045,6.571417130642358,6.345732729830977
quant_tracking_proj,7.320215616400348,7.208932501536418,7.105885503677649,7.0050673585123695,6.9037989188944975,6.803409418405352,6.70081551509057,6.59528349423038,6.46873871968099
ground_truth,7.308174284720282,7.20817428472028,7.10817428472028,7.00817428472028,6.908174284720281,6.808174284720282,6.70817428472028,6.60817428472028,6.50817428472028
quant_tracking_multi_alpha,4.658678608349191,4.551323530743638,4.450517173154472,4.348714555567294,4.24663289796902,4.147352540370789,4.044157992783652,3.9386395651918424,3.809616377592371
quant_tracking_simple_proj,4.658606812959286,4.551241320988556,4.450427539253178,4.348742831565151,4.24675594366706,4.147429476847582,4.044166153557095,3.9386172432065436,3.809687339677792
quant_tracking_monotonic,4.656088028740767,4.550204926768078,4.449433386839148,4.347029878835789,4.247176729762631,4.144815626348964,4.039937582941781,3.9310285923668595,3.809777006151158
quant_tracking_monotonic_fixed,4.721014163674738,4.554384216152764,4.450372843614689,4.347467703058249,4.2466333973411405,4.143024237101588,4.037960825890209,3.9196608931047625,3.7199619757591007
quant_tracking_proj,4.65933254609113,4.551173635366999,4.450905069884958,4.348428707652961,4.248145672005791,4.147179086645226,4.044398028682701,3.937668257937248,3.8089624974553713
ground_truth,4.651057317712722,4.551057317712722,4.4510573177127215,4.351057317712722,4.251057317712722,4.151057317712722,4.051057317712722,3.9510573177127215,3.8510573177127214
quant_tracking_multi_alpha,7.594744449853893,7.486454226525405,7.386993003215014,7.284162589900961,7.1827437265823,7.083657463262939,6.979375169949452,6.872752646639288,6.7449754033105505
quant_tracking_simple_proj,7.594613797001655,7.4863763460047865,7.387157623393905,7.284256650304873,7.182750930603928,7.0837716195294576,6.979319883725363,6.8728402846090475,6.744950304066751
quant_tracking_monotonic,7.597675554535164,7.487274803162058,7.387206263750921,7.28465325821024,7.183145349097879,7.081018802932936,6.974994267215301,6.866857727538389,6.746351665716352
quant_tracking_monotonic_fixed,7.6277585041424665,7.4918345542753055,7.38864504113136,7.286327952469444,7.183712655775427,7.079370610165758,6.97420727201637,6.85250814457208,6.610918713905419
quant_tracking_proj,7.595039982515113,7.486402288237467,7.3869129793039665,7.284887866216538,7.182299343935663,7.082711807337821,6.978927370547073,6.873458811953713,6.745887397600407
ground_truth,7.589900579838863,7.489900579838864,7.389900579838863,7.289900579838864,7.189900579838865,7.089900579838863,6.989900579838864,6.889900579838863,6.789900579838864
quant_tracking_multi_alpha,7.085386911858795,6.97807363053576,6.877848619221577,6.778081407905797,6.677506506586181,6.575226845267051,6.472855623951381,6.366467752635933,6.243520601315608
quant_tracking_simple_proj,7.085414439938067,6.977961034913836,6.877831404162201,6.778194388741743,6.677521109998155,6.575324708092066,6.472812227381075,6.366477143928711,6.243512102122226
quant_tracking_monotonic,7.092455255556416,6.980455469454995,6.878646230793658,6.7774116598747565,6.676751623960063,6.573580364769501,6.470086708306166,6.364704480447108,6.24672370362605
quant_tracking_monotonic_fixed,7.152620618150334,6.986461390713616,6.879976030946016,6.777884188717742,6.677114234774698,6.576602970693211,6.470341438964987,6.350293549021736,6.1406364205021715
quant_tracking_proj,7.0860166823680375,6.978424969940943,6.87785068790045,6.777577957684547,6.6780386238942295,6.574605792800358,6.472560191936277,6.366798238390681,6.2439693946624395
ground_truth,7.080296525705851,6.980296525705851,6.880296525705852,6.780296525705851,6.6802965257058515,6.580296525705851,6.480296525705851,6.380296525705852,6.280296525705851
