,0,1,2,3,4,5,6,7,8
quant_tracking_monotonic_fixed,0.013980000000000103,0.00035999999999991594,0.0006599999999999939,4.0000000000040004e-05,0.0005600000000000049,0.0005399999999999849,0.0007999999999999119,0.0006599999999999939,0.015020000000000033
quant_tracking_proj,0.000560000000000116,9.999999999998899e-05,0.00029999999999996696,0.00027999999999994696,0.0004999999999999449,0.000660000000000105,0.0007399999999999629,0.0009399999999999409,0.0015600000000000058
ground_truth,0.0009600000000000719,0.0022599999999999287,0.0036999999999999256,0.0023199999999999887,0.0025600000000000067,0.0022999999999999687,0.0019399999999999418,0.0025999999999999357,0.0009000000000000119
quant_tracking_multi_alpha,0.0014199999999999768,0.0015799999999999148,0.0017599999999999838,0.0019399999999999418,0.0020999999999999908,0.0022400000000000198,0.0024199999999998667,0.0025599999999998957,0.0026800000000000157
quant_tracking_simple_proj,0.0014199999999999768,0.0015799999999999148,0.0017599999999999838,0.0019399999999999418,0.0020999999999999908,0.0022400000000000198,0.0024199999999998667,0.0025599999999998957,0.0026800000000000157
quant_tracking_monotonic,0.001040000000000041,0.0011200000000000099,0.0012399999999999078,0.0012999999999999678,0.0013400000000000079,0.0014600000000000168,0.0014999999999999458,0.0015399999999999858,0.0015399999999999858
quant_tracking_monotonic_fixed,0.00770000000000004,0.0005399999999999849,0.0,5.999999999994898e-05,0.00043999999999999595,0.0011600000000000499,0.0019399999999999418,0.0028199999999999337,0.014120000000000021
quant_tracking_proj,0.0010999999999999899,0.0014000000000000679,0.0016799999999999038,0.0018399999999999528,0.0022199999999999998,0.0023400000000000087,0.0023999999999999577,0.0026199999999999557,0.0031200000000000117
ground_truth,0.0008799999999999919,0.0017199999999999438,0.0037199999999999456,0.0008400000000001739,0.0006399999999999739,0.0020999999999999908,0.0024600000000001288,0.0,2.0000000000131024e-05
quant_tracking_multi_alpha,0.00046000000000001595,0.0005800000000000249,0.0006999999999999229,0.0008399999999999519,0.0009799999999999809,0.0011200000000000099,0.0012399999999999078,0.0013399999999998968,0.0015199999999999658
quant_tracking_simple_proj,0.00046000000000001595,0.0005800000000000249,0.0006999999999999229,0.0008399999999999519,0.0009799999999999809,0.0011200000000000099,0.0012399999999999078,0.0013399999999998968,0.0015199999999999658
quant_tracking_monotonic,0.0009600000000000719,0.0009399999999999409,0.0009799999999999809,0.0010599999999999499,0.0011200000000000099,0.0011600000000000499,0.0012599999999999278,0.0012599999999999278,0.0012999999999999678
quant_tracking_monotonic_fixed,0.012620000000000076,0.0009799999999999809,9.999999999998899e-05,0.00024000000000001798,9.999999999998899e-05,0.00039999999999995595,0.0010399999999999299,0.0033599999999999186,0.01644000000000001
quant_tracking_proj,2.0000000000131024e-05,0.0005999999999999339,0.0006399999999999739,0.0008599999999999719,0.0010000000000000009,0.0010799999999999699,0.0012799999999999478,0.0014600000000000168,0.0019199999999999218
ground_truth,0.000140000000000029,0.0014399999999998858,0.0006800000000000139,0.00029999999999996696,0.0011200000000000099,0.0015600000000000058,0.0006999999999999229,0.0009999999999998899,0.0005199999999999649
quant_tracking_multi_alpha,0.000140000000000029,0.0,0.00013999999999991797,0.00025999999999992696,0.00038000000000004697,0.000520000000000076,0.0006399999999999739,0.0007999999999999119,0.0009599999999999609
quant_tracking_simple_proj,0.000140000000000029,0.0,0.00013999999999991797,0.00025999999999992696,0.00038000000000004697,0.000520000000000076,0.0006399999999999739,0.0007999999999999119,0.0009599999999999609
quant_tracking_monotonic,0.0007000000000000339,0.0005999999999999339,0.0007199999999999429,0.0006800000000000139,0.0007200000000000539,0.0008200000000000429,0.0009199999999999209,0.0010599999999999499,0.0011799999999999589
quant_tracking_monotonic_fixed,0.01316000000000006,0.000280000000000058,0.0005600000000000049,0.0005199999999999649,0.0005399999999999849,0.00024000000000001798,0.00045999999999990493,0.0013399999999998968,0.015739999999999976
quant_tracking_proj,0.0005800000000000249,9.999999999998899e-05,0.00017999999999995797,0.00025999999999992696,0.00031999999999998696,0.00043999999999999595,0.0007199999999999429,0.0009199999999999209,0.0013799999999999368
ground_truth,0.001960000000000073,0.0011600000000000499,0.0010199999999999099,0.0009399999999999409,0.001100000000000101,0.0016599999999999948,0.0005399999999999849,0.0013399999999998968,0.0014799999999999258
quant_tracking_multi_alpha,0.0006399999999999739,0.0004999999999999449,0.00034000000000000696,0.000180000000000069,4.0000000000040004e-05,0.00012000000000000899,0.00029999999999996696,0.00043999999999999595,0.0005800000000000249
quant_tracking_simple_proj,0.0006399999999999739,0.0004999999999999449,0.00034000000000000696,0.000180000000000069,4.0000000000040004e-05,0.00012000000000000899,0.00029999999999996696,0.00043999999999999595,0.0005800000000000249
quant_tracking_monotonic,0.0008200000000000429,0.0008399999999999519,0.0008199999999999319,0.0007599999999999829,0.0008600000000000829,0.0009399999999999409,0.0009999999999998899,0.0010399999999999299,0.0010399999999999299
quant_tracking_monotonic_fixed,0.014080000000000092,0.00035999999999991594,1.999999999990898e-05,0.00029999999999996696,5.999999999994898e-05,0.000160000000000049,0.00043999999999999595,0.0020399999999999308,0.01658000000000004
quant_tracking_proj,0.001100000000000101,0.00048000000000003595,0.00048000000000003595,5.999999999994898e-05,0.000220000000000109,0.00021999999999999797,0.00031999999999987594,0.0005199999999999649,0.0010000000000000009
ground_truth,0.000160000000000049,0.0018000000000000238,0.0034800000000001496,0.0024199999999998667,0.0041999999999999815,0.0019400000000000528,0.0024000000000001798,0.0013199999999999878,9.999999999998899e-05
quant_tracking_multi_alpha,0.0006999999999999229,0.000660000000000105,0.000520000000000076,0.000360000000000138,0.00019999999999997797,5.999999999994898e-05,7.999999999985796e-05,0.00019999999999997797,0.00031999999999998696
quant_tracking_simple_proj,0.0006999999999999229,0.000660000000000105,0.000520000000000076,0.000360000000000138,0.000220000000000109,5.999999999994898e-05,7.999999999985796e-05,0.00019999999999997797,0.00031999999999998696
quant_tracking_monotonic,0.0004999999999999449,0.00035999999999991594,0.00024000000000001798,2.0000000000131024e-05,0.000140000000000029,0.00021999999999999797,0.0004199999999998649,0.0006800000000000139,0.0008199999999999319
quant_tracking_monotonic_fixed,0.015479999999999938,0.0009799999999999809,0.00037999999999993594,0.00016000000000016001,0.00017999999999984695,0.00025999999999992696,9.999999999998899e-05,0.0004999999999999449,0.014900000000000024
quant_tracking_proj,0.001140000000000141,0.0008799999999999919,0.00025999999999992696,0.000520000000000076,0.00016000000000016001,0.00011999999999989797,7.999999999985796e-05,0.00035999999999991594,0.0007599999999999829
ground_truth,0.0014199999999999768,0.0014799999999999258,0.0023200000000000998,0.0022400000000000198,0.0,8.000000000008001e-05,0.0012400000000001299,0.0011799999999999589,0.00038000000000004697
quant_tracking_multi_alpha,0.0020400000000000418,0.0021800000000000708,0.0023199999999999887,0.0024799999999999267,0.0026599999999999957,0.0028399999999999537,0.0029599999999998516,0.0031399999999999206,0.0032999999999999696
quant_tracking_simple_proj,0.0020400000000000418,0.0021800000000000708,0.0023199999999999887,0.0024799999999999267,0.0026599999999999957,0.0028399999999999537,0.0029599999999998516,0.0031399999999999206,0.0032999999999999696
quant_tracking_monotonic,0.0017800000000000038,0.0016799999999999038,0.0017599999999999838,0.0017800000000000038,0.0018400000000000638,0.0017199999999999438,0.0016399999999998638,0.0016999999999999238,0.0016800000000000148
quant_tracking_monotonic_fixed,0.005260000000000042,0.00039999999999995595,0.0005399999999999849,0.0006599999999999939,0.0008799999999999919,0.000280000000000058,0.0008199999999999319,0.0025399999999999867,0.01766000000000001
quant_tracking_proj,0.0016399999999999748,0.0020199999999999108,0.0024599999999999067,0.0024600000000000177,0.0024999999999999467,0.0028799999999999937,0.0028999999999999027,0.0032599999999999296,0.0038000000000000256
ground_truth,0.0014000000000000679,0.0005800000000000249,0.002200000000000202,0.0033400000000001207,0.0038200000000001566,0.0024999999999999467,0.0020000000000000018,0.0014000000000000679,0.0015000000000000568
quant_tracking_multi_alpha,0.0019000000000000128,0.0020599999999999508,0.0022199999999999998,0.0023600000000000287,0.0025399999999999867,0.0027000000000000357,0.0028599999999998627,0.0030200000000000227,0.0031599999999999406
quant_tracking_simple_proj,0.0019000000000000128,0.0020599999999999508,0.0022199999999999998,0.0023600000000000287,0.0025399999999999867,0.0027000000000000357,0.0028599999999998627,0.0030200000000000227,0.0031599999999999406
quant_tracking_monotonic,0.0011999999999999789,0.0011399999999999189,0.0012599999999999278,0.0012199999999999989,0.0013000000000000789,0.0013400000000000079,0.0014399999999998858,0.0015999999999999348,0.0016199999999999548
quant_tracking_monotonic_fixed,0.00784000000000007,0.000280000000000058,0.0008999999999999009,9.999999999998899e-05,0.00019999999999997797,4.0000000000040004e-05,4.0000000000040004e-05,0.0017399999999999638,0.021120000000000028
quant_tracking_proj,0.0014399999999999968,0.0020400000000000418,0.0021799999999999597,0.0023600000000000287,0.0026800000000000157,0.0025800000000000267,0.0029199999999999227,0.0031200000000000117,0.0035600000000000076
ground_truth,0.0014000000000000679,0.0012799999999999478,0.00132000000000021,0.000500000000000167,4.0000000000040004e-05,0.000180000000000069,0.0013399999999998968,0.0005399999999999849,0.00012000000000000899
