,b
356,1.3204320432043204
357,1.3213321332133212
358,1.3222322232223223
359,1.323132313231323
360,1.3240324032403241
361,1.324932493249325
362,1.3258325832583258
363,1.3267326732673268
364,1.3276327632763276
365,1.3285328532853284
366,1.3294329432943295
367,1.3303330333033303
368,1.3312331233123311
369,1.3321332133213322
370,1.333033303330333
371,1.333933393339334
372,1.3348334833483348
373,1.3357335733573357
374,1.3366336633663365
375,1.3375337533753375
376,1.3384338433843384
377,1.3393339333933394
378,1.3402340234023402
379,1.341134113411341
380,1.342034203420342
381,1.342934293429343
382,1.343834383438344
383,1.3447344734473448
384,1.3456345634563456
385,1.3465346534653464
386,1.3474347434743474
387,1.3483348334833483
388,1.3492349234923493
389,1.3501350135013501
390,1.351035103510351
391,1.351935193519352
392,1.3528352835283528
393,1.3537353735373538
394,1.3546354635463547
395,1.3555355535553555
396,1.3564356435643563
397,1.3573357335733574
398,1.3582358235823582
399,1.3591359135913592
400,1.36003600360036
401,1.3609360936093609
402,1.361836183618362
403,1.3627362736273627
404,1.3636363636363638
405,1.3645364536453646
406,1.3654365436543654
407,1.3663366336633662
408,1.3672367236723673
409,1.368136813681368
410,1.3690369036903691
411,1.36993699369937
412,1.3708370837083708
413,1.3717371737173716
414,1.3726372637263726
415,1.3735373537353734
416,1.3744374437443745
417,1.3753375337533753
418,1.3762376237623761
419,1.3771377137713772
420,1.378037803780378
421,1.378937893789379
422,1.3798379837983799
423,1.3807380738073807
424,1.3816381638163815
425,1.3825382538253825
426,1.3834383438343834
427,1.3843384338433844
428,1.3852385238523852
429,1.386138613861386
430,1.387038703870387
431,1.387938793879388
432,1.388838883888389
433,1.3897389738973898
434,1.3906390639063906
435,1.3915391539153914
436,1.3924392439243924
437,1.3933393339333933
438,1.3942394239423943
439,1.3951395139513951
440,1.396039603960396
441,1.396939693969397
442,1.3978397839783978
443,1.3987398739873989
444,1.3996399639963997
445,1.4005400540054005
446,1.4014401440144013
447,1.4023402340234024
448,1.4032403240324032
449,1.4041404140414042
450,1.405040504050405
451,1.4059405940594059
452,1.406840684068407
453,1.4077407740774077
454,1.4086408640864088
455,1.4095409540954096
456,1.4104410441044104
457,1.4113411341134112
458,1.4122412241224123
459,1.413141314131413
460,1.4140414041404141
461,1.414941494149415
462,1.4158415841584158
463,1.4167416741674166
464,1.4176417641764176
465,1.4185418541854184
466,1.4194419441944195
467,1.4203420342034203
468,1.4212421242124211
469,1.4221422142214222
470,1.423042304230423
471,1.423942394239424
472,1.4248424842484249
473,1.4257425742574257
474,1.4266426642664265
475,1.4275427542754275
476,1.4284428442844284
477,1.4293429342934294
478,1.4302430243024302
479,1.431143114311431
480,1.432043204320432
481,1.432943294329433
482,1.433843384338434
483,1.4347434743474348
484,1.4356435643564356
485,1.4365436543654364
486,1.4374437443744374
487,1.4383438343834383
488,1.4392439243924393
489,1.4401440144014401
490,1.441044104410441
491,1.441944194419442
492,1.4428442844284428
493,1.4437443744374439
494,1.4446444644464447
495,1.4455445544554455
496,1.4464446444644463
497,1.4473447344734474
498,1.4482448244824482
499,1.4491449144914492
500,1.45004500450045
501,1.4509450945094509
502,1.451845184518452
503,1.4527452745274527
504,1.4536453645364535
505,1.4545454545454546
506,1.4554455445544554
507,1.4563456345634562
508,1.4572457245724573
509,1.458145814581458
510,1.4590459045904591
511,1.45994599459946
512,1.4608460846084608
513,1.4617461746174616
514,1.4626462646264626
515,1.4635463546354635
516,1.4644464446444645
517,1.4653465346534653
518,1.4662466246624661
519,1.4671467146714672
520,1.468046804680468
521,1.468946894689469
522,1.4698469846984699
523,1.4707470747074707
524,1.4716471647164715
525,1.4725472547254725
526,1.4734473447344734
527,1.4743474347434744
528,1.4752475247524752
529,1.476147614761476
530,1.477047704770477
531,1.477947794779478
532,1.478847884788479
533,1.4797479747974798
534,1.4806480648064806
535,1.4815481548154814
536,1.4824482448244825
537,1.4833483348334833
538,1.4842484248424843
539,1.4851485148514851
540,1.486048604860486
541,1.486948694869487
542,1.4878487848784878
543,1.4887488748874889
544,1.4896489648964897
545,1.4905490549054905
546,1.4914491449144913
547,1.4923492349234924
548,1.4932493249324932
549,1.4941494149414942
550,1.495049504950495
551,1.4959495949594959
552,1.496849684968497
553,1.4977497749774977
554,1.4986498649864985
555,1.4995499549954996
556,1.5004500450045004
557,1.5013501350135012
558,1.5022502250225023
559,1.503150315031503
560,1.5040504050405041
561,1.504950495049505
562,1.5058505850585058
563,1.5067506750675066
564,1.5076507650765076
565,1.5085508550855087
566,1.5094509450945095
567,1.5103510351035103
568,1.5112511251125111
569,1.5121512151215122
570,1.513051305130513
571,1.513951395139514
572,1.5148514851485149
573,1.5157515751575157
574,1.5166516651665165
575,1.5175517551755175
576,1.5184518451845186
577,1.5193519351935194
578,1.5202520252025202
579,1.521152115211521
580,1.5220522052205219
581,1.522952295229523
582,1.523852385238524
583,1.5247524752475248
584,1.5256525652565256
585,1.5265526552655264
586,1.5274527452745275
587,1.5283528352835283
588,1.5292529252925293
589,1.5301530153015301
590,1.531053105310531
591,1.5319531953195318
592,1.5328532853285328
593,1.5337533753375339
594,1.5346534653465347
595,1.5355535553555355
596,1.5364536453645363
597,1.5373537353735374
598,1.5382538253825382
599,1.5391539153915392
600,1.54005400540054
601,1.5409540954095409
602,1.5418541854185417
603,1.5427542754275427
604,1.5436543654365438
605,1.5445544554455446
606,1.5454545454545454
607,1.5463546354635462
608,1.5472547254725473
609,1.548154815481548
610,1.5490549054905491
611,1.54995499549955
612,1.5508550855085508
613,1.5517551755175516
614,1.5526552655265526
615,1.5535553555355537
616,1.5544554455445545
617,1.5553555355535553
618,1.5562556255625561
619,1.5571557155715572
620,1.558055805580558
621,1.558955895589559
622,1.5598559855985599
623,1.5607560756075607
624,1.5616561656165615
625,1.5625562556255626
626,1.5634563456345636
627,1.5643564356435644
628,1.5652565256525652
629,1.566156615661566
630,1.5670567056705669
631,1.567956795679568
632,1.568856885688569
633,1.5697569756975698
634,1.5706570657065706
635,1.5715571557155714
636,1.5724572457245725
637,1.5733573357335733
638,1.5742574257425743
639,1.5751575157515751
640,1.576057605760576
641,1.5769576957695768
642,1.5778577857785778
643,1.5787578757875789
644,1.5796579657965797
645,1.5805580558055805
646,1.5814581458145813
647,1.5823582358235824
648,1.5832583258325832
649,1.5841584158415842
650,1.585058505850585
651,1.5859585958595859
652,1.5868586858685867
653,1.5877587758775877
654,1.5886588658865888
655,1.5895589558955896
656,1.5904590459045904
657,1.5913591359135912
658,1.5922592259225923
659,1.593159315931593
660,1.5940594059405941
661,1.594959495949595
662,1.5958595859585958
663,1.5967596759675966
664,1.5976597659765976
665,1.5985598559855987
666,1.5994599459945995
667,1.6003600360036003
668,1.6012601260126011
669,1.602160216021602
670,1.603060306030603
671,1.603960396039604
672,1.6048604860486049
673,1.6057605760576057
674,1.6066606660666065
675,1.6075607560756076
676,1.6084608460846086
677,1.6093609360936094
678,1.6102610261026102
679,1.611161116111611
680,1.6120612061206119
681,1.612961296129613
682,1.613861386138614
683,1.6147614761476148
684,1.6156615661566156
685,1.6165616561656164
686,1.6174617461746175
687,1.6183618361836183
688,1.6192619261926193
689,1.6201620162016201
690,1.621062106210621
691,1.6219621962196218
692,1.6228622862286228
693,1.6237623762376239
694,1.6246624662466247
695,1.6255625562556255
696,1.6264626462646263
697,1.6273627362736274
698,1.6282628262826282
699,1.6291629162916292
700,1.63006300630063
701,1.6309630963096309
702,1.6318631863186317
703,1.6327632763276327
704,1.6336633663366338
705,1.6345634563456346
706,1.6354635463546354
707,1.6363636363636362
708,1.6372637263726373
709,1.638163816381638
710,1.6390639063906391
711,1.63996399639964
712,1.6408640864086408
713,1.6417641764176416
714,1.6426642664266426
715,1.6435643564356437
716,1.6444644464446445
717,1.6453645364536453
718,1.6462646264626462
719,1.647164716471647
720,1.648064806480648
721,1.648964896489649
722,1.6498649864986499
723,1.6507650765076507
724,1.6516651665166515
725,1.6525652565256526
726,1.6534653465346536
727,1.6543654365436544
728,1.6552655265526552
729,1.656165616561656
730,1.6570657065706569
731,1.657965796579658
732,1.658865886588659
733,1.6597659765976598
734,1.6606660666066606
735,1.6615661566156614
736,1.6624662466246625
737,1.6633663366336633
738,1.6642664266426643
739,1.6651665166516652
740,1.666066606660666
741,1.6669666966696668
742,1.6678667866786678
743,1.6687668766876689
744,1.6696669666966697
745,1.6705670567056705
746,1.6714671467146713
747,1.6723672367236724
748,1.6732673267326732
749,1.6741674167416742
750,1.675067506750675
751,1.6759675967596759
752,1.6768676867686767
753,1.6777677767776777
754,1.6786678667866788
755,1.6795679567956796
756,1.6804680468046804
757,1.6813681368136812
758,1.6822682268226823
759,1.683168316831683
760,1.6840684068406842
761,1.684968496849685
762,1.6858685868586858
763,1.6867686768676866
764,1.6876687668766877
765,1.6885688568856887
766,1.6894689468946895
767,1.6903690369036903
768,1.6912691269126912
769,1.692169216921692
770,1.693069306930693
771,1.693969396939694
772,1.6948694869486949
773,1.6957695769576957
774,1.6966696669666965
775,1.6975697569756976
776,1.6984698469846986
777,1.6993699369936994
778,1.7002700270027002
779,1.701170117011701
780,1.7020702070207019
781,1.702970297029703
782,1.703870387038704
783,1.7047704770477048
784,1.7056705670567056
785,1.7065706570657064
786,1.7074707470747075
787,1.7083708370837083
788,1.7092709270927093
789,1.7101710171017102
790,1.711071107110711
791,1.7119711971197118
792,1.7128712871287128
793,1.7137713771377139
794,1.7146714671467147
795,1.7155715571557155
796,1.7164716471647163
797,1.7173717371737174
798,1.7182718271827182
799,1.7191719171917192
800,1.72007200720072
801,1.7209720972097209
802,1.7218721872187217
803,1.7227722772277227
804,1.7236723672367238
805,1.7245724572457246
806,1.7254725472547254
807,1.7263726372637263
808,1.7272727272727273
809,1.7281728172817281
810,1.7290729072907292
811,1.72997299729973
812,1.7308730873087308
813,1.7317731773177316
814,1.7326732673267327
815,1.7335733573357337
816,1.7344734473447345
817,1.7353735373537353
818,1.7362736273627362
819,1.737173717371737
820,1.738073807380738
821,1.738973897389739
822,1.7398739873987399
823,1.7407740774077407
824,1.7416741674167415
825,1.7425742574257426
826,1.7434743474347434
827,1.7443744374437444
828,1.7452745274527453
829,1.746174617461746
830,1.747074707470747
831,1.747974797479748
832,1.748874887488749
833,1.7497749774977498
834,1.7506750675067506
835,1.7515751575157514
836,1.7524752475247525
837,1.7533753375337533
838,1.7542754275427543
839,1.7551755175517552
840,1.756075607560756
841,1.7569756975697568
842,1.7578757875787578
843,1.7587758775877589
844,1.7596759675967597
845,1.7605760576057605
846,1.7614761476147613
847,1.7623762376237624
848,1.7632763276327632
849,1.7641764176417642
850,1.765076507650765
851,1.765976597659766
852,1.7668766876687667
853,1.7677767776777678
854,1.7686768676867688
855,1.7695769576957696
856,1.7704770477047704
857,1.7713771377137713
858,1.7722772277227723
859,1.7731773177317731
860,1.7740774077407742
861,1.774977497749775
862,1.7758775877587758
863,1.7767776777677766
864,1.7776777677767777
865,1.7785778577857787
866,1.7794779477947795
867,1.7803780378037803
868,1.7812781278127812
869,1.782178217821782
870,1.783078307830783
871,1.783978397839784
872,1.784878487848785
873,1.7857785778577857
874,1.7866786678667865
875,1.7875787578757876
876,1.7884788478847884
877,1.7893789378937894
878,1.7902790279027903
879,1.791179117911791
880,1.792079207920792
881,1.792979297929793
882,1.793879387938794
883,1.7947794779477948
884,1.7956795679567956
885,1.7965796579657964
886,1.7974797479747975
887,1.7983798379837983
888,1.7992799279927993
889,1.8001800180018002
890,1.801080108010801
891,1.8019801980198018
892,1.8028802880288028
893,1.8037803780378039
894,1.8046804680468047
895,1.8055805580558055
896,1.8064806480648063
897,1.8073807380738074
898,1.8082808280828082
899,1.8091809180918093
900,1.81008100810081
901,1.810981098109811
902,1.8118811881188117
903,1.8127812781278128
904,1.8136813681368138
905,1.8145814581458146
906,1.8154815481548154
907,1.8163816381638163
908,1.8172817281728173
909,1.8181818181818181
910,1.8190819081908192
911,1.81998199819982
912,1.8208820882088208
913,1.8217821782178216
914,1.8226822682268227
915,1.8235823582358237
916,1.8244824482448245
917,1.8253825382538253
918,1.8262826282628262
919,1.827182718271827
920,1.828082808280828
921,1.828982898289829
922,1.82988298829883
923,1.8307830783078307
924,1.8316831683168315
925,1.8325832583258326
926,1.8334833483348334
927,1.8343834383438344
928,1.8352835283528353
929,1.836183618361836
930,1.837083708370837
931,1.837983798379838
932,1.838883888388839
933,1.8397839783978398
934,1.8406840684068406
935,1.8415841584158414
936,1.8424842484248425
937,1.8433843384338433
938,1.8442844284428443
939,1.8451845184518452
940,1.846084608460846
941,1.8469846984698468
942,1.8478847884788479
943,1.848784878487849
944,1.8496849684968497
945,1.8505850585058505
946,1.8514851485148514
947,1.8523852385238524
948,1.8532853285328532
949,1.8541854185418543
950,1.855085508550855
951,1.855985598559856
952,1.8568856885688567
953,1.8577857785778578
954,1.8586858685868588
955,1.8595859585958596
956,1.8604860486048604
957,1.8613861386138613
958,1.862286228622862
959,1.8631863186318631
960,1.8640864086408642
961,1.864986498649865
962,1.8658865886588658
963,1.8667866786678666
964,1.8676867686768677
965,1.8685868586858687
966,1.8694869486948695
967,1.8703870387038704
968,1.8712871287128712
969,1.872187218721872
970,1.873087308730873
971,1.873987398739874
972,1.874887488748875
973,1.8757875787578757
974,1.8766876687668765
975,1.8775877587758776
976,1.8784878487848784
977,1.8793879387938794
978,1.8802880288028803
979,1.881188118811881
980,1.882088208820882
981,1.882988298829883
982,1.883888388838884
983,1.8847884788478848
984,1.8856885688568856
985,1.8865886588658864
986,1.8874887488748875
987,1.8883888388838883
988,1.8892889288928894
989,1.8901890189018902
990,1.891089108910891
991,1.8919891989198918
992,1.8928892889288929
993,1.893789378937894
994,1.8946894689468947
995,1.8955895589558955
996,1.8964896489648964
997,1.8973897389738974
998,1.8982898289828982
999,1.8991899189918993
1000,1.9000900090009
1001,1.900990099009901
1002,1.9018901890189017
1003,1.9027902790279028
1004,1.9036903690369038
1005,1.9045904590459046
1006,1.9054905490549054
1007,1.9063906390639063
1008,1.907290729072907
1009,1.9081908190819081
1010,1.9090909090909092
1011,1.90999099909991
1012,1.9108910891089108
1013,1.9117911791179116
1014,1.9126912691269127
1015,1.9135913591359137
1016,1.9144914491449145
1017,1.9153915391539154
1018,1.9162916291629162
1019,1.917191719171917
1020,1.918091809180918
1021,1.918991899189919
1022,1.91989198919892
1023,1.9207920792079207
1024,1.9216921692169215
1025,1.9225922592259226
1026,1.9234923492349234
1027,1.9243924392439244
1028,1.9252925292529253
1029,1.926192619261926
1030,1.927092709270927
1031,1.927992799279928
1032,1.928892889288929
1033,1.9297929792979298
1034,1.9306930693069306
1035,1.9315931593159315
1036,1.9324932493249325
1037,1.9333933393339333
1038,1.9342934293429344
1039,1.9351935193519352
1040,1.936093609360936
1041,1.9369936993699368
1042,1.9378937893789379
1043,1.938793879387939
1044,1.9396939693969397
1045,1.9405940594059405
1046,1.9414941494149414
1047,1.9423942394239424
1048,1.9432943294329432
1049,1.9441944194419443
1050,1.945094509450945
1051,1.945994599459946
1052,1.9468946894689467
1053,1.9477947794779478
1054,1.9486948694869488
1055,1.9495949594959496
1056,1.9504950495049505
1057,1.9513951395139513
1058,1.952295229522952
1059,1.9531953195319531
1060,1.9540954095409542
1061,1.954995499549955
1062,1.9558955895589558
1063,1.9567956795679566
1064,1.9576957695769577
1065,1.9585958595859587
1066,1.9594959495949595
1067,1.9603960396039604
1068,1.9612961296129612
1069,1.962196219621962
1070,1.963096309630963
1071,1.963996399639964
1072,1.964896489648965
1073,1.9657965796579657
1074,1.9666966696669665
1075,1.9675967596759676
1076,1.9684968496849684
1077,1.9693969396939695
1078,1.9702970297029703
1079,1.971197119711971
1080,1.972097209720972
1081,1.972997299729973
1082,1.973897389738974
1083,1.9747974797479748
1084,1.9756975697569756
1085,1.9765976597659765
1086,1.9774977497749775
1087,1.9783978397839783
1088,1.9792979297929794
1089,1.9801980198019802
1090,1.981098109810981
1091,1.9819981998199818
1092,1.9828982898289829
1093,1.983798379837984
1094,1.9846984698469847
1095,1.9855985598559855
1096,1.9864986498649864
1097,1.9873987398739874
1098,1.9882988298829882
1099,1.9891989198919893
1100,1.99009900990099
1101,1.990999099909991
1102,1.9918991899189917
1103,1.9927992799279928
1104,1.9936993699369938
1105,1.9945994599459946
1106,1.9954995499549955
1107,1.9963996399639963
1108,1.997299729972997
1109,1.9981998199819981
1110,1.9990999099909992
1111,2.0
1112,2.000900090009001
1113,2.0018001800180016
1114,2.0027002700270025
1115,2.0036003600360033
1116,2.0045004500450045
1117,2.0054005400540054
1118,2.006300630063006
1119,2.0072007200720074
1120,2.0081008100810083
1121,2.009000900090009
1122,2.00990099009901
1123,2.0108010801080107
1124,2.0117011701170116
1125,2.0126012601260124
1126,2.013501350135013
1127,2.0144014401440145
1128,2.0153015301530153
1129,2.016201620162016
1130,2.0171017101710174
1131,2.018001800180018
1132,2.018901890189019
1133,2.01980198019802
1134,2.0207020702070206
1135,2.0216021602160215
1136,2.0225022502250223
1137,2.023402340234023
1138,2.0243024302430244
1139,2.025202520252025
1140,2.026102610261026
1141,2.0270027002700273
1142,2.027902790279028
1143,2.028802880288029
1144,2.0297029702970297
1145,2.0306030603060305
1146,2.0315031503150314
1147,2.032403240324032
1148,2.033303330333033
1149,2.034203420342034
1150,2.035103510351035
1151,2.036003600360036
1152,2.036903690369037
1153,2.037803780378038
1154,2.038703870387039
1155,2.0396039603960396
1156,2.0405040504050405
1157,2.0414041404140413
1158,2.042304230423042
1159,2.043204320432043
1160,2.0441044104410437
1161,2.045004500450045
1162,2.045904590459046
1163,2.046804680468047
1164,2.047704770477048
1165,2.0486048604860487
1166,2.0495049504950495
1167,2.0504050405040504
1168,2.051305130513051
1169,2.052205220522052
1170,2.053105310531053
1171,2.0540054005400536
1172,2.054905490549055
1173,2.0558055805580557
1174,2.0567056705670566
1175,2.057605760576058
1176,2.0585058505850586
1177,2.0594059405940595
1178,2.0603060306030603
1179,2.061206120612061
1180,2.062106210621062
1181,2.0630063006300627
1182,2.0639063906390636
1183,2.064806480648065
1184,2.0657065706570656
1185,2.0666066606660665
1186,2.0675067506750677
1187,2.0684068406840685
1188,2.0693069306930694
1189,2.07020702070207
1190,2.071107110711071
1191,2.072007200720072
1192,2.0729072907290726
1193,2.0738073807380735
1194,2.0747074707470747
1195,2.0756075607560756
1196,2.0765076507650764
1197,2.0774077407740776
1198,2.0783078307830785
1199,2.0792079207920793
1200,2.08010801080108
1201,2.081008100810081
1202,2.0819081908190817
1203,2.0828082808280826
1204,2.0837083708370834
1205,2.0846084608460846
1206,2.0855085508550855
1207,2.0864086408640863
1208,2.0873087308730875
1209,2.0882088208820884
1210,2.089108910891089
1211,2.09000900090009
1212,2.090909090909091
1213,2.0918091809180916
1214,2.0927092709270925
1215,2.0936093609360933
1216,2.0945094509450946
1217,2.0954095409540954
1218,2.096309630963096
1219,2.0972097209720975
1220,2.0981098109810983
1221,2.099009900990099
1222,2.0999099909991
1223,2.1008100810081007
1224,2.1017101710171016
1225,2.1026102610261024
1226,2.103510351035103
1227,2.1044104410441045
1228,2.1053105310531053
1229,2.106210621062106
1230,2.1071107110711074
1231,2.108010801080108
1232,2.108910891089109
1233,2.10981098109811
1234,2.1107110711071106
1235,2.1116111611161115
1236,2.1125112511251123
1237,2.113411341134113
1238,2.1143114311431144
1239,2.115211521152115
1240,2.116111611161116
1241,2.1170117011701173
1242,2.117911791179118
1243,2.118811881188119
1244,2.1197119711971197
1245,2.1206120612061206
1246,2.1215121512151214
1247,2.122412241224122
1248,2.123312331233123
1249,2.124212421242124
1250,2.125112511251125
1251,2.126012601260126
1252,2.126912691269127
1253,2.127812781278128
1254,2.128712871287129
1255,2.1296129612961296
1256,2.1305130513051305
1257,2.1314131413141313
1258,2.132313231323132
1259,2.133213321332133
1260,2.1341134113411337
1261,2.135013501350135
1262,2.135913591359136
1263,2.136813681368137
1264,2.137713771377138
1265,2.1386138613861387
1266,2.1395139513951396
1267,2.1404140414041404
1268,2.141314131413141
1269,2.142214221422142
1270,2.143114311431143
1271,2.1440144014401437
1272,2.144914491449145
1273,2.1458145814581457
1274,2.1467146714671466
1275,2.147614761476148
1276,2.1485148514851486
1277,2.1494149414941495
