,scale
473,0.03616524397390235
474,0.03631751839675417
475,0.0364701127236036
476,0.036623026954450626
477,0.03677626108929525
478,0.03692981512813748
479,0.0370836890709773
480,0.037237882917814734
481,0.03739239666864976
482,0.0375472303234824
483,0.03770238388231263
484,0.037857857345140467
485,0.03801365071196589
486,0.03816976398278893
487,0.03832619715760956
488,0.03848295023642779
489,0.038640023219243626
490,0.03879741610605706
491,0.03895512889686809
492,0.03911316159167672
493,0.03927151419048296
494,0.039430186693286795
495,0.03958917910008823
496,0.039748491410887266
497,0.039908123625683904
498,0.04006807574447814
499,0.04022834776726998
500,0.04038893969405942
501,0.040549851524846456
502,0.0407110832596311
503,0.04087263489841334
504,0.041034506441193185
505,0.041196697887970625
506,0.04135920923874566
507,0.041522040493518306
508,0.04168519165228855
509,0.04184866271505639
510,0.04201245368182183
511,0.04217656455258488
512,0.042340995327345525
513,0.04250574600610377
514,0.042670816588859614
515,0.04283620707561306
516,0.0430019174663641
517,0.04316794776111275
518,0.043334297959859
519,0.04350096806260284
520,0.04366795806934429
521,0.04383526798008334
522,0.04400289779481999
523,0.04417084751355425
524,0.0443391171362861
525,0.044507706663015546
526,0.0446766160937426
527,0.04484584542846725
528,0.0450153946671895
529,0.04518526380990935
530,0.0453554528566268
531,0.04552596180734186
532,0.04569679066205451
533,0.04586793942076477
534,0.04603940808347262
535,0.046211196650178074
536,0.04638330512088113
537,0.046555733495581786
538,0.046728481774280045
539,0.0469015499569759
540,0.047074938043669357
541,0.047248646034360416
542,0.04742267392904907
543,0.04759702172773534
544,0.0477716894304192
545,0.04794667703710066
546,0.048121984547779724
547,0.04829761196245638
548,0.048473559281130646
549,0.04864982650380251
550,0.048826413630471965
551,0.04900332066113903
552,0.049180547595803696
553,0.049358094434465954
554,0.04953596117712582
555,0.049714147823783285
556,0.04989265437443835
557,0.05007148082909101
558,0.05025062718774128
559,0.050430093450389145
560,0.050609879617034614
561,0.05078998568767768
562,0.050970411662318346
563,0.051151157540956615
564,0.051332223323592496
565,0.05151360901022597
566,0.05169531460085704
567,0.05187734009548571
568,0.05205968549411198
569,0.05224235079673585
570,0.052425336003357324
571,0.052608641113976395
572,0.052792266128593064
573,0.05297621104720734
574,0.053160475869819215
575,0.053345060596428684
576,0.053529965227035764
577,0.053715189761640435
578,0.05390073420024271
579,0.05408659854284259
580,0.05427278278944007
581,0.05445928694003514
582,0.054646110994627815
583,0.0548332549532181
584,0.05502071881580599
585,0.05520850258239147
586,0.055396606252974545
587,0.05558502982755523
588,0.055773773306133506
589,0.05596283668870938
590,0.056152219975282865
591,0.05634192316585395
592,0.056531946260422634
593,0.056722289258988916
594,0.056912952161552795
595,0.05710393496811428
596,0.057295237678673366
597,0.05748686029323005
598,0.057678802811784335
599,0.05787106523433622
600,0.05806364756088571
601,0.05825654979143279
602,0.05844977192597748
603,0.058643313964519765
604,0.058837175907059655
605,0.059031357753597156
606,0.05922585950413225
607,0.05942068115866494
608,0.059615822717195226
609,0.05981128417972312
610,0.06000706554624861
611,0.060203166816771694
612,0.060399587991292386
613,0.06059632906981068
614,0.060793390052326576
615,0.06099077093884007
616,0.061188471729351164
617,0.06138649242385986
618,0.06158483302236615
619,0.061783493524870045
620,0.06198247393137154
621,0.06218177424187064
622,0.06238139445636733
623,0.06258133457486163
624,0.06278159459735352
625,0.06298217452384303
626,0.06318307435433013
627,0.06338429408881482
628,0.06358583372729712
629,0.06378769326977703
630,0.06398987271625452
631,0.06419237206672962
632,0.06439519132120232
633,0.06459833047967263
634,0.06480178954214053
635,0.06500556850860606
636,0.06520966737906916
637,0.06541408615352987
638,0.06561882483198817
639,0.06582388341444408
640,0.06602926190089758
641,0.06623496029134869
642,0.0664409785857974
643,0.0666473167842437
644,0.06685397488668761
645,0.06706095289312912
646,0.06726825080356823
647,0.06747586861800493
648,0.06768380633643924
649,0.06789206395887115
650,0.06810064148530066
651,0.06830953891572777
652,0.06851875625015248
653,0.06872829348857479
654,0.0689381506309947
655,0.06914832767741222
656,0.06935882462782733
657,0.06956964148224004
658,0.06978077824065036
659,0.06999223490305827
660,0.07020401146946378
661,0.0704161079398669
662,0.07062852431426761
663,0.07084126059266593
664,0.07105431677506185
665,0.07126769286145537
666,0.07148138885184649
667,0.0716954047462352
668,0.07190974054462151
669,0.07212439624700544
670,0.07233937185338696
671,0.07255466736376608
672,0.0727702827781428
673,0.07298621809651712
674,0.07320247331888904
675,0.07341904844525857
676,0.07363594347562571
677,0.07385315840999043
678,0.07407069324835276
679,0.07428854799071269
680,0.07450672263707021
681,0.07472521718742534
682,0.07494403164177806
683,0.07516316600012839
684,0.07538262026247632
685,0.07560239442882184
686,0.07582248849916497
687,0.07604290247350569
688,0.07626363635184402
689,0.07648469013417995
690,0.07670606382051348
691,0.07692775741084461
692,0.07714977090517335
693,0.07737210430349967
694,0.0775947576058236
695,0.07781773081214513
696,0.07804102392246426
697,0.078264636936781
698,0.07848856985509534
699,0.07871282267740727
700,0.0789373954037168
701,0.07916228803402393
702,0.07938750056832866
703,0.079613033006631
704,0.07983888534893094
705,0.08006505759522847
706,0.0802915497455236
707,0.08051836179981635
708,0.08074549375810669
709,0.08097294562039463
710,0.08120071738668017
711,0.0814288090569633
712,0.08165722063124405
713,0.08188595210952239
714,0.08211500349179832
715,0.08234437477807187
716,0.082574065968343
717,0.08280407706261178
718,0.08303440806087813
719,0.08326505896314207
720,0.08349602976940361
721,0.08372732047966275
722,0.0839589310939195
723,0.08419086161217385
724,0.08442311203442579
725,0.08465568236067533
726,0.08488857259092247
727,0.08512178272516722
728,0.08535531276340957
729,0.08558916270564952
730,0.08582333255188707
731,0.08605782230212222
732,0.08629263195635496
733,0.08652776151458531
734,0.08676321097681326
735,0.08699898034303882
736,0.08723506961326197
737,0.08747147878748272
738,0.08770820786570108
739,0.08794525684791703
740,0.08818262573413058
741,0.08842031452434174
742,0.08865832321855048
743,0.08889665181675684
744,0.0891353003189608
745,0.08937426872516235
746,0.0896135570353615
747,0.08985316524955826
748,0.09009309336775262
749,0.09033334138994457
750,0.09057390931613414
751,0.09081479714632129
752,0.09105600488050605
753,0.09129753251868841
754,0.09153938006086837
755,0.09178154750704594
756,0.09202403485722109
757,0.09226684211139385
758,0.09250996926956426
759,0.09275341633173222
760,0.09299718329789777
761,0.09324127016806094
762,0.09348567694222171
763,0.09373040362038007
764,0.09397545020253603
765,0.09422081668868959
766,0.09446650307884076
767,0.09471250937298953
768,0.0949588355711359
769,0.09520548167327986
770,0.09545244767942143
771,0.09569973358956059
772,0.09594733940369736
773,0.09619526512183173
774,0.0964435107439637
775,0.09669207627009327
776,0.09694096170022044
777,0.09719016703434522
778,0.09743969227246758
779,0.09768953741458755
780,0.09793970246070513
781,0.0981901874108203
782,0.09844099226493308
783,0.09869211702304345
784,0.09894356168515142
785,0.099195326251257
786,0.09944741072136017
787,0.09969981509546094
788,0.09995253937355933
789,0.1002055835556553
790,0.10045894764174888
791,0.10071263163184005
792,0.10096663552592883
793,0.10122095932401522
794,0.10147560302609919
795,0.10173056663218077
796,0.10198585014225996
797,0.10224145355633674
798,0.10249737687441111
799,0.10275362009648313
800,0.1030101832225527
801,0.10326706625261989
802,0.10352426918668467
803,0.10378179202474706
804,0.10403963476680704
805,0.10429779741286463
806,0.10455627996291982
807,0.1048150824169726
808,0.10507420477502298
809,0.10533364703707097
810,0.10559340920311655
811,0.10585349127315974
812,0.10611389324720052
813,0.10637461512523892
814,0.1066356569072749
815,0.1068970185933085
816,0.10715870018333969
817,0.10742070167736847
818,0.10768302307539486
819,0.10794566437741886
820,0.10820862558344045
821,0.10847190669345964
822,0.10873550770747643
823,0.10899942862549082
824,0.10926366944750282
825,0.10952823017351242
826,0.10979311080351961
827,0.1100583113375244
828,0.11032383177552679
829,0.1105896721175268
830,0.11085583236352439
831,0.11112231251351959
832,0.11138911256751238
833,0.11165623252550277
834,0.11192367238749078
835,0.11219143215347638
836,0.11245951182345958
837,0.11272791139744037
838,0.11299663087541878
839,0.11326567025739477
840,0.11353502954336842
841,0.11380470873333962
842,0.11407470782730841
843,0.11434502682527482
844,0.11461566572723882
845,0.11488662453320042
846,0.11515790324315962
847,0.11542950185711644
848,0.11570142037507083
849,0.11597365879702284
850,0.11624621712297245
851,0.11651909535291965
852,0.11679229348686446
853,0.11706581152480687
854,0.11733964946674688
855,0.11761380731268449
856,0.1178882850626197
857,0.1181630827165525
858,0.11843820027448292
859,0.11871363773641093
860,0.11898939510233654
861,0.11926547237225975
862,0.11954186954618055
863,0.11981858662409897
864,0.12009562360601499
865,0.1203729804919286
866,0.12065065728183981
867,0.12092865397574862
868,0.12120697057365504
869,0.12148560707555905
870,0.12176456348146067
871,0.12204383979135988
872,0.12232343600525669
873,0.12260335212315111
874,0.12288358814504313
875,0.12316414407093275
876,0.12344501990081996
877,0.12372621563470479
878,0.12400773127258721
879,0.12428956681446722
880,0.12457172226034484
881,0.12485419761022011
882,0.12513699286409294
883,0.12542010802196335
884,0.12570354308383136
885,0.125987298049697
886,0.12627137291956023
887,0.12655576769342103
888,0.12684048237127946
889,0.12712551695313548
890,0.1274108714389891
891,0.12769654582884035
892,0.12798254012268917
893,0.12826885432053559
894,0.12855548842237963
895,0.12884244242822124
896,0.12912971633806047
897,0.1294173101518973
898,0.12970522386973174
899,0.12999345749156377
900,0.1302820110173934
901,0.13057088444722062
902,0.13086007778104544
903,0.1311495910188679
904,0.1314394241606879
905,0.13172957720650555
906,0.1320200501563208
907,0.1323108430101336
908,0.13260195576794404
909,0.13289338842975207
910,0.1331851409955577
911,0.13347721346536096
912,0.13376960583916178
913,0.1340623181169602
914,0.13435535029875625
915,0.1346487023845499
916,0.13494237437434112
917,0.13523636626812996
918,0.1355306780659164
919,0.13582530976770044
920,0.13612026137348207
921,0.13641553288326133
922,0.13671112429703822
923,0.13700703561481264
924,0.1373032668365847
925,0.13759981796235432
926,0.13789668899212157
927,0.13819387992588641
928,0.13849139076364886
929,0.1387892215054089
930,0.13908737215116654
931,0.1393858427009218
932,0.13968463315467464
933,0.13998374351242507
934,0.14028317377417313
935,0.14058292393991878
936,0.14088299400966203
937,0.14118338398340285
938,0.1414840938611413
939,0.14178512364287738
940,0.14208647332861102
941,0.14238814291834226
942,0.14269013241207112
943,0.14299244180979756
944,0.14329507111152162
945,0.14359802031724325
946,0.1439012894269625
947,0.14420487844067936
948,0.14450878735839381
949,0.14481301618010586
950,0.14511756490581554
951,0.14542243353552278
952,0.14572762206922762
953,0.1460331305069301
954,0.14633895884863016
955,0.1466451070943278
956,0.14695157524402305
957,0.1472583632977159
958,0.14756547125540637
959,0.14787289911709442
960,0.1481806468827801
961,0.14848871455246335
962,0.14879710212614422
963,0.14910580960382272
964,0.14941483698549876
965,0.14972418427117243
966,0.1500338514608437
967,0.15034383855451255
968,0.15065414555217901
969,0.15096477245384307
970,0.15127571925950475
971,0.151586985969164
972,0.15189857258282088
973,0.15221047910047533
974,0.1525227055221274
975,0.15283525184777708
976,0.15314811807742434
977,0.1534613042110692
978,0.15377481024871167
979,0.15408863619035174
980,0.1544027820359894
981,0.15471724778562468
982,0.15503203343925753
983,0.155347138996888
984,0.1556625644585161
985,0.15597830982414176
986,0.156294375093765
987,0.1566107602673859
988,0.15692746534500437
989,0.15724449032662044
990,0.1575618352122341
991,0.1578795000018454
992,0.15819748469545425
993,0.15851578929306073
994,0.1588344137946648
995,0.1591533582002665
996,0.15947262250986577
997,0.15979220672346264
998,0.16011211084105711
999,0.16043233486264918
1000,0.16075287878823885
1001,0.16107374261782614
1002,0.16139492635141103
1003,0.1617164299889935
1004,0.16203825353057363
1005,0.16236039697615132
1006,0.1626828603257266
1007,0.16300564357929948
1008,0.16332874673686995
1009,0.16365216979843802
1010,0.16397591276400372
1011,0.164299975633567
1012,0.16462435840712789
1013,0.16494906108468635
1014,0.16527408366624244
1015,0.16559942615179613
1016,0.1659250885413474
1017,0.1662510708348963
1018,0.1665773730324428
1019,0.16690399513398688
1020,0.16723093713952855
1021,0.16755819904906785
1022,0.16788578086260475
1023,0.16821368258013922
1024,0.1685419042016713
1025,0.168870445727201
1026,0.1691993071567283
1027,0.16952848849025318
1028,0.1698579897277757
1029,0.17018781086929577
1030,0.17051795191481345
1031,0.17084841286432875
1032,0.17117919371784165
1033,0.17151029447535215
1034,0.17184171513686022
1035,0.17217345570236592
1036,0.1725055161718692
1037,0.17283789654537013
1038,0.17317059682286862
1039,0.1735036170043647
1040,0.1738369570898584
1041,0.1741706170793497
1042,0.1745045969728386
1043,0.1748388967703251
1044,0.1751735164718092
1045,0.17550845607729096
1046,0.17584371558677026
1047,0.17617929500024715
1048,0.17651519431772164
1049,0.17685141353919376
1050,0.17718795266466345
1051,0.17752481169413076
1052,0.17786199062759564
1053,0.17819948946505815
1054,0.17853730820651825
1055,0.17887544685197596
1056,0.17921390540143126
1057,0.17955268385488418
1058,0.17989178221233468
1059,0.18023120047378277
1060,0.1805709386392285
1061,0.1809109967086718
1062,0.1812513746821127
1063,0.1815920725595512
1064,0.1819330903409873
1065,0.18227442802642102
1066,0.18261608561585235
1067,0.18295806310928125
1068,0.18330036050670775
1069,0.18364297780813188
1070,0.18398591501355357
1071,0.1843291721229729
1072,0.1846727491363898
1073,0.18501664605380433
1074,0.18536086287521644
1075,0.18570539960062615
1076,0.18605025623003346
1077,0.18639543276343837
1078,0.1867409292008409
1079,0.187086745542241
1080,0.18743288178763873
1081,0.18777933793703402
1082,0.18812611399042695
1083,0.18847320994781747
1084,0.18882062580920558
1085,0.1891683615745913
1086,0.18951641724397467
1087,0.1898647928173556
1088,0.1902134882947341
1089,0.19056250367611025
1090,0.19091183896148395
1091,0.19126149415085528
1092,0.1916114692442242
1093,0.19196176424159073
1094,0.19231237914295485
1095,0.19266331394831657
1096,0.19301456865767588
1097,0.19336614327103283
1098,0.19371803778838734
1099,0.19407025220973947
1100,0.19442278653508918
1101,0.19477564076443651
1102,0.19512881489778144
1103,0.19548230893512397
1104,0.1958361228764641
1105,0.19619025672180182
1106,0.19654471047113714
1107,0.1968994841244701
1108,0.1972545776818006
1109,0.19760999114312874
1110,0.19796572450845448
1111,0.1983217777777778
1112,0.19867815095109873
1113,0.19903484402841726
1114,0.1993918570097334
1115,0.19974918989504714
1116,0.20010684268435847
1117,0.2004648153776674
1118,0.20082310797497394
1119,0.20118172047627805
1120,0.2015406528815798
1121,0.20189990519087914
1122,0.20225947740417607
1123,0.2026193695214706
1124,0.20297958154276274
1125,0.20334011346805247
1126,0.20370096529733983
1127,0.2040621370306248
1128,0.20442362866790734
1129,0.20478544020918749
1130,0.20514757165446523
1131,0.20551002300374058
1132,0.20587279425701352
1133,0.20623588541428406
1134,0.2065992964755522
1135,0.20696302744081793
1136,0.20732707831008126
1137,0.20769144908334222
1138,0.20805613976060075
1139,0.2084211503418569
1140,0.20878648082711065
1141,0.209152131216362
1142,0.20951810150961095
1143,0.2098843917068575
1144,0.21025100180810163
1145,0.21061793181334337
1146,0.21098518172258274
1147,0.21135275153581967
1148,0.21172064125305423
1149,0.2120888508742864
1150,0.21245738039951612
1151,0.21282622982874347
1152,0.21319539916196842
1153,0.21356488839919097
1154,0.21393469754041114
1155,0.21430482658562888
1156,0.21467527553484422
1157,0.2150460443880572
1158,0.21541713314526775
1159,0.2157885418064759
1160,0.21616027037168165
1161,0.216532318840885
1162,0.21690468721408596
1163,0.2172773754912845
1164,0.21765038367248066
1165,0.21802371175767443
1166,0.21839735974686578
1167,0.21877132764005475
1168,0.21914561543724134
1169,0.2195202231384255
1170,0.21989515074360727
1171,0.22027039825278663
1172,0.2206459656659636
1173,0.22102185298313815
1174,0.2213980602043103
1175,0.22177458732948008
1176,0.22215143435864743
1177,0.2225286012918124
1178,0.22290608812897497
1179,0.2232838948701351
1180,0.22366202151529288
1181,0.22404046806444824
1182,0.2244192345176012
1183,0.22479832087475177
1184,0.22517772713589995
1185,0.2255574533010457
1186,0.2259374993701891
1187,0.22631786534333004
1188,0.2266985512204686
1189,0.2270795570016048
1190,0.22746088268673856
1191,0.22784252827586993
1192,0.2282244937689989
1193,0.22860677916612546
1194,0.22898938446724962
1195,0.2293723096723714
1196,0.22975555478149076
1197,0.23013911979460774
1198,0.23052300471172232
1199,0.2309072095328345
1200,0.23129173425794428
1201,0.23167657888705165
1202,0.23206174342015662
1203,0.2324472278572592
1204,0.23283303219835935
1205,0.23321915644345714
1206,0.2336056005925525
1207,0.2339923646456455
1208,0.23437944860273607
1209,0.2347668524638243
1210,0.2351545762289101
1211,0.23554261989799347
1212,0.23593098347107444
1213,0.236319666948153
1214,0.2367086703292292
1215,0.23709799361430298
1216,0.23748763680337437
1217,0.23787759989644333
1218,0.23826788289350992
1219,0.2386584857945741
1220,0.2390494085996359
1221,0.23944065130869527
1222,0.23983221392175225
1223,0.24022409643880685
1224,0.24061629885985902
1225,0.24100882118490882
1226,0.2414016634139562
1227,0.24179482554700119
1228,0.24218830758404378
1229,0.24258210952508397
1230,0.24297623137012175
1231,0.24337067311915714
1232,0.24376543477219012
1233,0.2441605163292207
1234,0.2445559177902489
1235,0.24495163915527468
1236,0.24534768042429808
