,quant_tracking,quant_tracking_simple_proj,quant_tracking_monotonic,quant_tracking_proj
0.4,0.008248137945107648,0.00835935108662382,0.02618610345883074,0.009572492602795642
0.41,0.008050198959289875,0.008271094786246307,0.02703601673298643,0.009437812468115505
0.42,0.008087440057137027,0.00827823691460055,0.02742679318436893,0.00889348025711662
0.43,0.008062442607897152,0.008425160697887969,0.02744464850525455,0.008719008264462804
0.44,0.008108866442199752,0.008333843485358611,0.026667686970717253,0.008911845730027523
0.45,0.008169574533210893,0.008363942454851543,0.02810427507397204,0.009274563820018365
0.46,0.008098153249668404,0.00830068360371391,0.030010713192531374,0.009172533414957662
0.47,0.008170084685236206,0.00830170390776452,0.029139373533312935,0.009108764411794722
0.48,0.007986940108152235,0.008197122742577294,0.029187837975716776,0.009226609529639843
0.49,0.008129272523211923,0.008196612590551992,0.030689215386185093,0.009478114478114485
0.5,0.007998673604734217,0.008107335986123872,0.030918273645546383,0.009185797367615557
0.51,0.007994082236506482,0.00819967350270381,0.031814100601979395,0.008677175798387924
0.52,0.008286399347005403,0.008189980614223035,0.03165340271400877,0.009475053565962654
0.53,0.00805428017549227,0.008148658300173426,0.033263952657892046,0.009232221201918148
0.54,0.00813692480359146,0.008292011019283735,0.032596163656769706,0.009016426895214766
0.55,0.008071115192327307,0.008170594837261496,0.03254055708601163,0.009366391184572996
0.56,0.008203754718906229,0.008250688705234155,0.032874196510560144,0.008856749311294763
0.57,0.008338434853586362,0.008387919600040808,0.03259820426487093,0.009238343026221812
0.58,0.008249158249158239,0.008377206407509429,0.03333333333333333,0.009716355473931225
0.59,0.008137945107642099,0.00840934598510358,0.03380828486889094,0.00941026425874912
0.6,0.008051219263340473,0.008225691255994283,0.03420314253647587,0.009823487399244971
0.61,0.00784103662891542,0.008029282726252428,0.035720334659728604,0.008805734108764415
0.62,0.00789970411182533,0.00804101622283441,0.036109070503009905,0.009291398836853391
0.63,0.007898683807774722,0.00820375471890624,0.03743954698500153,0.009142434445464755
0.64,0.00768850117334966,0.007923681257014594,0.036804407713498626,0.009657177838996021
0.65,0.007918069584736238,0.008070605040301998,0.03700846852362004,0.010057647178859284
0.66,0.007837975716763609,0.007974696459544956,0.03562340577492092,0.009281705948372621
0.67,0.007859912253851669,0.007960412202836468,0.03591215182124273,0.008747066625854524
0.68,0.007745128048158377,0.007922660952964008,0.03544842363024182,0.00962554841342722
0.69,0.008041526374859734,0.008306805428017573,0.0355040302009999,0.009198551168248156
0.7,0.0078017549229670675,0.008184879093970025,0.034918375675951435,0.009220487705336209
0.71,0.007928272625242337,0.008047648199163366,0.03479083766962555,0.009313845525966744
0.72,0.007747678808284855,0.008071625344352603,0.03389603101724314,0.009776553412917038
0.73,0.0076925823895520875,0.0078527701254974,0.03412815018875625,0.008856749311294767
0.74,0.007834404652586476,0.008011427405366806,0.032703805734108776,0.008431282522191622
0.75,0.007636465666768704,0.007690031629425575,0.03283134374043466,0.00874247525762678
0.76,0.007737985919804108,0.007982348739924504,0.03291347821650852,0.008616467707376806
0.77,0.0077012549739822545,0.008108866442199783,0.03379093970003061,0.009068462401795744
0.78,0.007571166207529848,0.007774716865625961,0.033512396694214866,0.008500153045607597
0.79,0.007284970921334554,0.0074267931843689395,0.033936333027242103,0.009353637383940409
0.8,0.0071742679318436645,0.007458932761963039,0.033560861136618686,0.009231200897867541
0.81,0.0071135598408325566,0.007372206917661452,0.033258340985613685,0.008957249260279545
0.82,0.006939598000204042,0.0070870319355167645,0.032651770227527764,0.009015406591164135
0.83,0.007093153759820438,0.007318130802979293,0.0320640750943781,0.009122538516477898
0.84,0.0069508213447607575,0.007276298336904415,0.031431486583001725,0.008490970309152128
0.85,0.007031935516784009,0.007235486174880121,0.0311509029690848,0.008258851137639025
0.86,0.006615651464136319,0.006923783287419659,0.029804611774308758,0.008312417100295897
0.87,0.00632639526578921,0.006569737781859,0.029011325374961747,0.007253851647791048
0.88,0.006338128762371193,0.0064309764309764365,0.028153249668401197,0.007208958269564336
0.89,0.00604530149984696,0.0062891541679420526,0.02748903173145598,0.007025303540455062
0.9,0.006188654218957253,0.0064003673094582235,0.02530252015100499,0.006576369758187946
0.91,0.005770329558208348,0.006034588307315582,0.024082746658504215,0.006661565146413633
0.92,0.005679522497704307,0.005675441281501879,0.022993061932455837,0.006242220181614108
0.93,0.005631058055300501,0.0058616467707376975,0.021327925721865083,0.007083971023364968
0.94,0.005092847668605256,0.005209162330374461,0.019595449443934262,0.0061794714825017805
0.95,0.004915314763799646,0.00512957861442713,0.017861442709927528,0.005977961432506895
0.96,0.004406693194572019,0.004584226099377647,0.01604632180389753,0.00572798694010816
0.97,0.004135802469135807,0.004279155188246102,0.013049688807264577,0.005847362514029186
0.98,0.0036021834506683027,0.003957759412304871,0.011170798898071635,0.0045612692582389595
0.99,0.003054790327517603,0.0031537598204264905,0.006199877563513933,0.003458830731558007
